_id,beerName,abv,ibu,style,ounces,breweryId,
1915,The Crusher,0.096,,American Double / Imperial IPA,16,272,
1914,Beelzebub,0.08,,American Double / Imperial Stout,16,272,
1810,Focal Banger,0.07,,American IPA,16,272,
1111,Heady Topper,0.08,120,American Double / Imperial IPA,16,272,
379,Heady Topper,0.08,120,American Double / Imperial IPA,16,272,
1200,Bomber Mountain Amber Ale (2013),0.046,20,American Amber / Red Ale,12,457,
1199,Indian Paintbrush IPA,0.07,75,American IPA,12,457,
1198,Saddle Bronc Brown Ale (2013),0.048,16,English Brown Ale,12,457,
1197,Wagon Box Wheat Beer,0.059,15,American Pale Wheat Ale,12,457,
1945,Birdhouse Pale Ale,0.05,,Belgian Pale Ale,12,262,
1079,Ozzy,0.073,,Belgian Pale Ale,12,262,
94,Resurrection,0.07,,Dubbel,12,262,
1748,Bronx Summer Pale Ale,0.052,16,American Pale Ale (APA),16,329,
1747,Bronx Black Pale Ale,0.057,46,American Black Ale,16,329,
1037,Bronx Pale Ale,0.063,50,American Pale Ale (APA),16,329,
2594,Surfrider,0.052,35,American Pale Ale (APA),16,33,
2035,Kolschtal Eddy,0.055,,Kölsch,16,33,
2034,South Bay Session IPA,0.05,,American IPA,16,33,
1562,Grandma's Pecan,0.069,34,English Brown Ale,16,33,
1561,Double Trunk,0.099,101,American Double / Imperial IPA,16,33,
1749,Just IPA,0.046,45,American IPA,12,328,
2455,Lionshead,0.045,,American Pilsner,12,90,
963,Manhattan Gold Lager (1990),,,American Amber / Red Lager,12,484,
2638,G. B. Russo’s Italian Pistachio Pale Ale,0.052,,American Pale Ale (APA),16,9,
1278,Northern Hawk Owl Amber,0.058,,American Amber / Red Ale,12,438,
1277,CEO Stout,0.059,,American Stout,16,438,
1276,Will Power Pale Ale,0.047,,American Pale Ale (APA),16,438,
1732,Curious Traveler Shandy,0.044,,Shandy,12,334,
2347,Hunny Do Wheat,0.048,18,American Pale Wheat Ale,12,142,
1781,Three Way Pale Ale,0.052,,American Pale Ale (APA),12,142,
1780,Rise to the Top,0.041,,Cream Ale,12,142,
1779,Lost Trout Brown Ale,0.049,,American Brown Ale,12,142,
2421,Watermelon Ale,0.051,11,Fruit / Vegetable Beer,12,108,
2319,Knotty Blonde Ale,0.04,18,American Blonde Ale,12,153,
2317,Fivepine Chocolate Porter,0.062,40,American Porter,12,153,
2316,Hoodoo Voodoo IPA,0.062,82,American IPA,12,153,
1913,Hydraulion Red,0.053,22,Irish Red Ale,12,273,
1912,40 Mile IPA,0.06,50,American IPA,12,273,
2617,Citra Faced,0.055,64,American Pale Wheat Ale,16,21,
2616,Pole Barn Stout,0.055,31,Oatmeal Stout,16,21,
2615,Pale,0.054,37,American Pale Ale (APA),16,21,
2614,Yoshi's Nectar,0.053,27,California Common / Steam Beer,16,21,
1889,Leatherhead Red,0.052,,American Amber / Red Ale,12,282,
1222,Cropduster Mid-American IPA,0.065,,American IPA,12,282,
122,Golden Frau Honey Wheat,0.075,,Braggot,12,282,
121,Cornstalker Dark Wheat,,,American Dark Wheat Ale,12,282,
2623,Cafe Leche,0.058,20,American Porter,16,17,
2622,Damascene Apricot Sour,0.052,12,Fruit / Vegetable Beer,16,17,
2621,Csar,0.12,90,Russian Imperial Stout,16,17,
1817,Klingon Warnog Roggen Dunkel,0.055,,Roggenbier,16,17,
1449,Overlord Imperial IPA,0.085,115,American Double / Imperial IPA,16,17,
951,Alloy,0.058,36,American IPA,16,17,
950,Rivet Irish Red Ale,0.051,22,Irish Red Ale,16,17,
949,3 Gear Robust Porter,0.052,50,American Porter,16,17,
948,Circuit Bohemian Pilsner,0.045,35,Czech Pilsener,16,17,
2321,Turnrow Harvest Ale,0.055,,American Blonde Ale,12,152,
1755,Juke Joint IPA,0.07,60,American IPA,12,152,
1754,Parade Ground Coffee Porter,0.07,35,American Porter,12,152,
1428,Tin Roof Watermelon Wheat,0.05,21,Fruit / Vegetable Beer,12,152,
529,Tin Roof Blonde Ale,0.045,18,American Blonde Ale,12,152,
495,Voodoo Bengal Pale Ale,0.055,37,American Pale Ale (APA),12,152,
494,Perfect Tin Amber,0.045,28,American Amber / Red Ale,12,152,
1856,IPA & a Half,0.073,87,American IPA,12,291,
736,Ornery Amber Lager (2003),0.055,33,Vienna Lager,12,291,
1027,Big Island Shandy,0.05,,Shandy,16,474,
1026,Preservation IPA,0.068,,American IPA,16,474,
1938,Almanac IPA,0.062,72,American IPA,12,265,
1937,Milk Mustachio Stout,0.065,,Milk / Sweet Stout,12,265,
1936,Farmer's Tan Red Ale,0.06,30,American Amber / Red Ale,12,265,
594,Triangle India Pale Ale,0.057,,American IPA,12,524,
114,Triangle White Ale,0.05,,Witbier,12,524,
113,Triangle Belgian Golden Ale,0.08,,Belgian Strong Pale Ale,12,524,
2445,Troegenator,0.082,,Doppelbock,16,97,
2444,Nugget Nectar,0.075,93,American Amber / Red Ale,16,97,
2203,Sunshine Pils,0.045,45,American Pilsner,12,97,
1510,Troegenator Doublebock,0.082,25,Doppelbock,16,97,
1509,Perpetual IPA,0.075,85,American IPA,12,97,
433,Greenville Pale Ale,0.055,52,American Pale Ale (APA),12,539,
641,Hoppy Boy,0.062,65,American IPA,16,520,
2588,Cow Creek,0.054,26,American Amber / Red Lager,12,38,
2458,Chupahopra,0.075,63,American IPA,12,38,
2212,Twisted X,0.051,19,American Adjunct Lager,12,38,
2235,Day Hike Session,0.041,41,American IPA,12,190,
1661,Trailhead ISA,0.048,48,American IPA,12,190,
1660,Immersion Amber,0.052,27,American Amber / Red Ale,12,190,
1659,Evo IPA,0.062,70,American IPA,12,190,
1438,Presidential Pils,0.048,,Czech Pilsener,12,190,
1173,Evolutionary IPA (2012),0.062,70,American IPA,12,190,
560,Persnickety Pale,0.057,36,American Pale Ale (APA),12,190,
519,SoDo Brown Ale,0.054,20,American Brown Ale,12,190,
518,Immersion Amber Ale (2011),0.052,27,American Amber / Red Ale,12,190,
505,Evolutionary IPA (2011),0.062,70,American IPA,12,190,
482,Trailhead India Style Session Ale (2011),0.048,48,American IPA,12,190,
451,Panorama Wheat Ale,0.046,,American Pale Wheat Ale,12,190,
2497,Wobble,0.063,69,American IPA,16,74,
2246,Night Cat,0.058,43,American Dark Wheat Ale,12,74,
1630,Night Cat (2014),0.058,43,American Dark Wheat Ale,12,74,
1284,Dog Days Lager,0.051,17,Dortmunder / Export Lager,12,74,
1121,Sidekick Extra Pale Ale,0.051,36,American Pale Ale (APA),12,74,
1042,Atom Smasher,0.077,23,Märzen / Oktoberfest,12,74,
1041,Testudo,0.045,,Bière de Garde,12,74,
1040,Hobnob B & B Pale Ale,0.065,,American Pale Ale (APA),12,74,
861,Cane and Ebel,0.07,68,American Strong Ale,12,74,
642,Outlaw IPA (2015),0.065,,American IPA,12,74,
2037,The Gilded Age,0.045,,Munich Helles Lager,12,243,
1285,No Limits Hefeweizen,0.05,,Hefeweizen,16,435,
1189,Honeyspot Road White IPA,0.06,,American White IPA,12,435,
1171,Road 2 Ruin Double IPA,0.072,,American Double / Imperial IPA,12,435,
1170,Workers Comp Saison,0.048,,Saison / Farmhouse Ale,12,435,
1169,Ol' Factory Pils,0.05,,German Pilsener,12,435,
2310,PUNK'N,0.05,10,Pumpkin Ale,12,159,
2100,Yard Sale Winter Lager,0.04,22,American Amber / Red Lager,12,159,
1925,Trader Session IPA,0.04,42,American IPA,12,159,
1723,Hop Nosh IPA,0.073,83,American IPA,12,159,
1212,SUM'R,0.04,17,American Blonde Ale,12,159,
1097,Organic Baba Black Lager,0.04,32,Schwarzbier,12,159,
1089,Hop Notch IPA (2013),0.073,82,American IPA,12,159,
1088,Cutthroat Pale Ale,0.04,34,American Pale Ale (APA),12,159,
974,WYLD Extra Pale Ale,0.04,29,American Pale Ale (APA),12,159,
98,Pilsner Ukiah,0.055,,German Pilsener,12,555,
2372,The Green Room,0.06,75,American IPA,16,126,
2367,Humbucker Helles,0.047,25,Maibock / Helles Bock,16,126,
1704,Uncle John's Apple Cherry Cider,0.065,,Cider,16,338,
1703,Uncle John's Apricot Apple Cider,0.065,,Cider,16,338,
877,Draught Hard Apple Cider,0.065,,Cider,16,338,
606,Scotty K NA,0.001,,Low Alcohol Beer,16,522,
543,Bacon Brown Ale,0.068,,American Brown Ale,16,522,
347,Golden State Ale,0.064,,Belgian Pale Ale,16,522,
346,Baltic Porter,0.078,,Baltic Porter,16,522,
25,Siamese twin,0.085,,Dubbel,16,522,
2507,Double Duckpin,0.085,90,American Double / Imperial IPA,12,71,
2506,Old Pro,0.042,10,Gose,12,71,
829,Duckpin Pale Ale,0.055,,American Pale Ale (APA),12,71,
582,Balt Altbier,0.06,,Altbier,12,71,
2190,Campside Session IPA,0.045,50,American IPA,16,202,
1951,Upland Wheat Ale,0.045,15,Witbier,16,202,
1950,Dragonfly IPA,0.06,,American IPA,16,202,
2565,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,0.128,,Quadrupel (Quad),19.2,51,
2564,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,0.104,,Rye Beer,19.2,51,
2563,Lee Hill Series Vol. 2 - Wild Saison,0.068,24,American Wild Ale,19.2,51,
2562,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,0.099,51,American Double / Imperial Stout,19.2,51,
2561,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,0.076,,American Brown Ale,19.2,51,
2560,Blood Orange Saison,0.06,,Saison / Farmhouse Ale,12,51,
1932,Thai Style White IPA,0.065,33,American White IPA,12,51,
1853,Ferus Fluxus Wild Belgian Pale Ale,0.075,30,American Wild Ale,19.2,51,
1315,Upslope Imperial India Pale Ale,0.099,90,American Double / Imperial IPA,19.2,51,
907,Upslope Christmas Ale,0.082,,Winter Warmer,16,51,
906,Upslope Pumpkin Ale,0.077,,Pumpkin Ale,16,51,
683,Upslope Belgian Style Pale Ale,0.075,30,Belgian Pale Ale,12,51,
614,Upslope Foreign Style Stout,0.069,,Foreign / Export Stout,12,51,
466,Top Rope Mexican-style Craft Lager,0.048,15,Vienna Lager,12,51,
444,Upslope Craft Lager,0.048,22,Vienna Lager,12,51,
345,Upslope Brown Ale,0.067,,English Brown Ale,12,51,
80,Upslope Pale Ale,0.058,,American Pale Ale (APA),12,51,
79,Upslope India Pale Ale,0.072,,American IPA,12,51,
382,Common Sense Kentucky Common Ale,0.053,22,American Brown Ale,16,546,
381,Upstate I.P.W.,0.065,70,American IPA,12,546,
1826,Squatters Full Suspension Pale Ale,0.04,,American Pale Ale (APA),12,302,
1825,Squatters Hop Rising Double IPA,0.09,75,American Double / Imperial IPA,12,302,
1824,Devastator Double Bock,0.08,,Doppelbock,12,302,
1823,Wasatch Ghostrider White IPA,0.06,,American White IPA,12,302,
1682,Wasatch Ghostrider White IPA (2014),0.06,,American White IPA,12,302,
1681,Wasatch Apricot Hefeweizen,0.04,,Fruit / Vegetable Beer,12,302,
1680,Squatters Hop Rising Double IPA (2014),0.09,75,American Double / Imperial IPA,12,302,
1679,Squatters Full Suspension Pale Ale,0.04,,American Pale Ale (APA),12,302,
2245,Nunica Pine,0.068,,Cider,16,185,
2244,Ginger Peach,0.069,,Cider,16,185,
1378,Totally Roasted,0.068,,Cider,16,185,
1377,Blue Gold,0.068,,Cider,16,185,
1376,Hard Apple,0.068,,Cider,16,185,
2411,Nitro Can Coffee Stout,0.052,,American Stout,12,113,
1770,Voodoo Love Child,0.092,25,Tripel,12,322,
1769,White Magick of the Sun,0.079,23,Witbier,12,322,
1730,Wynona's Big Brown Ale,0.075,31,American Brown Ale,12,322,
1729,Gran Met,0.092,25,Belgian Strong Pale Ale,12,322,
1603,Good Vibes IPA,0.073,85,American IPA,12,322,
1488,Pilzilla,0.075,85,American Double / Imperial Pilsner,12,322,
1846,Wachusett Light IPA,0.04,37,American IPA,12,295,
1845,Green Monsta IPA,0.06,55,American IPA,12,295,
1844,Wachusett IPA,0.056,50,American IPA,12,295,
1843,Strawberry White,0.047,,Witbier,12,295,
1418,Larry Imperial IPA,0.085,85,American Double / Imperial IPA,12,295,
1038,Wachusett Summer,0.047,,American Pale Wheat Ale,12,295,
1030,Country Pale Ale,0.051,17,English Pale Ale,12,295,
1029,Wachusett Light IPA (2013),0.04,37,American IPA,12,295,
908,Pumpkan,0.052,20,Pumpkin Ale,12,295,
619,Wachusett Blueberry Ale,0.045,10,Fruit / Vegetable Beer,12,295,
618,Green Monsta IPA,0.06,55,American IPA,12,295,
780,T-6 Red Ale (2004),0.047,,American Amber / Red Ale,12,506,
2450,Self Starter,0.052,67,American IPA,16,94,
2223,Ermal's,0.054,20,Cream Ale,16,94,
2222,10 Ton,0.07,,Oatmeal Stout,16,94,
2221,Flyin' Rye,0.07,,American IPA,16,94,
2439,Christmas Ale,0.09,,Herbed / Spiced Beer,12,100,
2356,Pay It Forward Cocoa Porter,0.07,,American Porter,12,100,
1069,West Sixth Amber Ale,0.055,,American Amber / Red Ale,12,100,
652,West Sixth IPA,,,American IPA,12,100,
1542,One Claw,0.055,,American Pale Ale (APA),12,384,
1312,Westbrook Gose,0.04,5,Gose,12,384,
576,White Thai,0.05,16,Witbier,12,384,
575,Westbrook IPA,0.068,65,American IPA,12,384,
1645,Westfield Octoberfest,0.057,22,Märzen / Oktoberfest,12,351,
1551,Pop's Old Fashioned Lager,0.052,,American Amber / Red Lager,12,351,
1550,Charlie in the Rye,0.058,55,American IPA,12,351,
2364,Royal Lager,,,American Pale Lager,16,132,
2348,Rip Van Winkle (Current),0.08,,Bock,12,132,
2344,O’Malley’s Stout,,,English Stout,12,132,
2343,O’Malley’s IPA,0.075,89,American IPA,12,132,
2342,O’Malley’s Irish Style Cream Ale,,,Cream Ale,12,132,
2341,L'il Lucy's Hot Pepper Ale,0.049,28,Chile Beer,12,132,
2340,Drop Kick Ale,0.052,,American Amber / Red Ale,12,132,
2573,Raspberry Berliner Weisse,0.055,,Berliner Weissbier,12,47,
2572,Hop Session,0.05,,American IPA,12,47,
2571,Blueberry Berliner Weisse,0.055,,Berliner Weissbier,12,47,
2570,Berliner Weisse,0.055,,Berliner Weissbier,12,47,
1498,Super G IPA,0.06,,American IPA,16,396,
1838,Hefe Lemon,0.049,30,Radler,12,296,
1837,Hefe Black,0.049,30,Hefeweizen,12,296,
1836,Widmer Brothers Hefeweizen,0.049,30,Hefeweizen,12,296,
1619,Hop Slayer Double IPA,0.082,100,American Double / Imperial IPA,12,361,
1618,Pumpkin Ale,0.045,,Pumpkin Ale,12,361,
1364,Big Bowl Blonde Ale,0.05,,American Brown Ale,12,361,
971,Phat Chance,0.052,27,American Blonde Ale,12,361,
740,Hop Slayer Double IPA (2011),0.082,100,American Double / Imperial IPA,12,361,
430,Hop Slayer Double IPA (2011),0.082,100,American Double / Imperial IPA,12,361,
398,Wild Onion Summer Wit,0.042,13,Witbier,12,361,
366,Jack Stout,0.06,23,Oatmeal Stout,12,361,
334,Wild Onion Pumpkin Ale (2010),0.045,,Pumpkin Ale,12,361,
162,Paddy Pale Ale,0.056,41,American Pale Ale (APA),12,361,
2253,Blonde Hunny,0.068,21,Belgian Pale Ale,12,181,
1318,Wild Wolf Wee Heavy Scottish Style Ale,0.057,20,Scotch Ale / Wee Heavy,12,181,
1195,Wild Wolf American Pilsner,0.045,25,American Pilsner,12,181,
1194,Alpha Ale,0.051,45,American Pale Ale (APA),12,181,
826,Mystical Stout,0.054,,Irish Dry Stout,16,499,
825,Bodacious Bock,0.075,,Bock,16,499,
813,Ambitious Lager,0.05,,Munich Helles Lager,16,499,
324,Wyoming Pale Ale,0.072,,American Pale Ale (APA),16,550,
323,Wind River Blonde Ale,0.05,,American Blonde Ale,16,550,
762,Ace IPA,0.074,83,American IPA,16,509,
761,P-51 Porter,0.08,31,American Porter,16,509,
2149,#001 Golden Amber Lager,0.055,,American Amber / Red Lager,12,211,
2148,#002 American I.P.A.,0.071,60,American IPA,12,211,
2147,#003 Brown & Robust Porter,0.052,,American Porter,12,211,
2146,#004 Session I.P.A.,0.048,38,American IPA,12,211,
2047,Tarasque,0.059,,Saison / Farmhouse Ale,12,239,
1470,Ananda India Pale Ale,0.062,61,American IPA,12,239,
1469,Tiny Bomb,0.045,23,American Pilsner,12,239,
2627,Train Hopper,0.058,72,American IPA,12,14,
2626,Edward’s Portly Brown,0.045,,American Brown Ale,12,14,
1676,Troopers Alley IPA,0.059,135,American IPA,12,344,
1468,Wolverine Premium Lager,0.047,15,American Pale Lager,12,402,
822,Woodchuck Amber Hard Cider,0.05,,Cider,12,501,
2417,4000 Footer IPA,0.065,82,American IPA,12,109,
2306,Summer Brew,0.028,15,American Pilsner,12,109,
1697,Be Hoppy IPA,0.065,69,American IPA,16,339,
2194,Worthy IPA,0.069,69,American IPA,12,199,
1514,Easy Day Kolsch,0.045,25,Kölsch,12,199,
1513,Lights Out Vanilla Cream Extra Stout,0.077,30,American Double / Imperial IPA,12,199,
1512,Worthy IPA (2013),0.069,69,American IPA,12,199,
1511,Worthy Pale,0.06,50,American Pale Ale (APA),12,199,
1345,Patty's Chile Beer,0.042,,Chile Beer,12,424,
1316,Colorojo Imperial Red Ale,0.082,,American Strong Ale,12,424,
1045,Wynkoop Pumpkin Ale,0.055,,Pumpkin Ale,12,424,
1035,Rocky Mountain Oyster Stout,0.075,,American Stout,12,424,
928,Belgorado,0.067,45,Belgian IPA,12,424,
807,Rail Yard Ale,0.052,,American Amber / Red Ale,12,424,
620,B3K Black Lager,0.055,,Schwarzbier,12,424,
145,Silverback Pale Ale,0.055,40,American Pale Ale (APA),12,424,
84,Rail Yard Ale (2009),0.052,,American Amber / Red Ale,12,424,
